TOTS;Player;Squad;Born;Age;Nation;Nation2;MP;90s;Minutes;Pos1;Pos2;Starts;Gls;Ast;GAs;pensattempted;pensscored;nonpengoals;xpectedAssistedGoals;xpectedGoals;nonpenxG;ProgCarries;ProgPasses;ProgRuns;CrdY;CrdR;gls90;ast90;ga90;ganonpen90;nonpengoals90;xpectGoals90;xGaXG90;xAG90;nonpenxpecGoalsxAssistedGoals90;npxGxAG;npxG90;glcreatingaction;GCA90;foulsdrawn;Fouldrawngoal;defensiveactionsthatleadtoshotattempt;defactiongoal;PassDeadShotAttempt;PassDeaGoal;PassLiveShotAttempt;PassLiveGoal;shotcreatingactions;SCA90;succtakeon;TakeOnGoal;Sum of clearances;challengeslost;intercepts;errors;tackles;TklWon;shotsblocked;passsesblocked;percentdribblerstackled;crossesfaced;crossesstopped;crossstopperc;defactionsoutsidepenarea;defactionoutsidepen90;passesattemtedover40yards;passescompetedover40yards;AvgDistofdefensiveactionsfromgoal;AvgLenpassinYards;OG;PSxG;PSxGallowed90;PSxGperShotonTarget;PSxGminusgoalsallowed;GA;PKA;Touches;DefPenTouches;Def3rdTouches;Mid3rdTouches;Att3rdTouches;AttPenaltyareatouches;LiveBallTouches;Carries;Miscontrols;TakeOnAttempted;TakeOnSucc;TakeOnSuccPercen;TkldDurTakeOn;TotDistYards;TkldPercen;PassesReceived;ProgPassesReceived;Dispossessed
No;Mason Mount;Manchester Utd;1999;25;eng ENG;eng;17;6.9;622;MF;;8;1;0;1;0;0;1;0.6;3.2;3.2;15;33;41;3;0;0.14;0;0.14;0.14;0.14;0.47;0.55;0.08;0.55;3.8;0.47;0;0;1;0;0;0;3;0;15;0;22;3.18;0;0;4;3;4;0;15;5;1;10;75;;;;;;;;;;;;;;;;;339;11;45;161;137;31;339;215;16;10;1;10;8;1067;80;249;41;9
No;Massimo Luongo;Ipswich Town;1992;31;au AUS;au;11;2.2;201;MF;;2;0;0;0;0;0;0;0;0;0;0;6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;3;2;0;9;6;2;2;62,5;;;;;;;;;;;;;;;;;87;9;34;33;20;2;87;46;2;0;0;;0;184;;50;1;3
No;Mateo Kovačić;Manchester City;1994;30;hr CRO;hr;31;24.4;2198;MF;;25;6;2;8;0;0;6;3.6;1.9;1.9;56;164;16;5;1;0.25;0.08;0.33;0.33;0.25;0.08;0.23;0.15;0.23;5.5;0.08;8;0.33;4;0;1;0;0;0;59;6;73;2.99;4;1;21;34;24;1;69;38;0;20;47,7;;;;;;;;;;;;;;;;;2123;53;318;1199;627;17;2123;1445;19;41;22;53.7;11;8397;26.8;1729;16;29
No;Mateus Fernandes;Southampton;2004;20;pt POR;pt;36;32.3;2909;MF;;34;2;4;6;0;0;2;3;4;4;76;145;108;8;0;0.06;0.12;0.19;0.19;0.06;0.12;0.22;0.09;0.22;7;0.12;7;0.22;6;0;2;1;14;2;44;4;78;2.41;6;0;35;39;28;7;89;48;8;35;45,8;;;;;;;;;;;;;;;;;1760;72;385;867;547;49;1760;897;58;109;49;45;49;5736;45;1077;108;36
No;Mateus Mane;Wolves;;;;;1;0;2;MF;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;;;;;;;;;;;;;;;;;;6;0;0;6;0;0;6;2;0;0;0;;0;22;;4;0;0
Yes;Matheus Cunha;Wolves;1999;25;br BRA;br;33;28.9;2597;MF;FW;29;15;6;21;0;0;15;7.7;8.6;8.6;112;144;161;4;0;0.52;0.21;0.73;0.73;0.52;0.3;0.57;0.27;0.57;16.4;0.3;16;0.55;12;1;3;1;14;0;75;10;132;4.57;19;4;23;26;17;0;38;22;1;20;33,3;;;;;;;;;;;;;;;;;1561;23;181;695;733;133;1560;904;80;137;61;44.5;61;6724;44.5;1056;161;55
No;Matheus França;Crystal Palace;2004;20;br BRA;br;4;0.6;55;MF;FW;0;1;0;1;0;0;1;0;0.3;0.3;4;3;4;0;0;1.64;0;1.64;1.64;1.64;0.42;0.42;0;0.42;0.3;0.42;0;0;0;0;0;0;0;0;2;0;3;4.91;0;0;1;0;1;0;2;0;1;0;;;;;;;;;;;;;;;;;;33;2;5;11;17;7;33;20;2;0;0;;0;130;;22;4;0
No;Matheus Nunes;Manchester City;1998;25;pt POR;pt;26;18.6;1674;DF;MF;19;1;6;7;0;0;1;4.4;1.2;1.2;63;79;175;4;0;0.05;0.32;0.38;0.38;0.05;0.07;0.3;0.23;0.3;5.6;0.07;8;0.43;3;0;0;0;2;0;35;5;46;2.47;3;1;38;22;15;2;35;22;4;13;42,1;;;;;;;;;;;;;;;;;1416;47;251;560;614;62;1416;866;32;41;19;46.3;14;4503;34.1;1013;175;13
No;Mathias Jensen;Brentford;1996;28;dk DEN;dk;24;9.6;862;MF;;8;0;2;2;0;0;0;1.7;0.2;0.2;6;61;27;2;0;0;0.21;0.21;0.21;0;0.03;0.2;0.17;0.2;1.9;0.03;5;0.52;0;0;0;0;11;2;29;2;41;4.28;1;1;13;8;8;2;14;10;4;11;50;;;;;;;;;;;;;;;;;573;27;126;243;207;9;573;300;9;17;9;52.9;6;1296;35.3;350;27;7
No;Mathis Amougou;Chelsea;2006;18;fr FRA;fr;1;0.1;8;MF;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;9;1;2;4;3;0;9;7;0;0;0;;0;25;;6;0;1
No;Mathys Tel;Tottenham;2005;19;fr FRA;fr;13;10.1;911;FW;;11;2;1;3;1;1;1;2.6;3;2.2;28;21;72;2;0;0.2;0.1;0.3;0.2;0.1;0.29;0.55;0.25;0.47;4.7;0.22;2;0.2;4;1;0;0;1;0;18;1;28;2.77;3;0;8;8;2;2;16;6;1;7;38,5;;;;;;;;;;;;;;;;;414;9;58;150;217;40;413;266;28;53;15;28.3;31;1578;58.5;279;72;15
No;Mats Wieffer;Brighton;1999;24;nl NED;nl;25;11.3;1015;DF;MF;10;1;3;4;0;0;1;1.6;0.8;0.8;18;62;23;6;0;0.09;0.27;0.35;0.35;0.09;0.07;0.21;0.14;0.21;2.4;0.07;6;0.53;2;1;0;0;0;0;28;5;32;2.83;0;0;28;15;17;3;58;34;2;16;68,1;;;;;;;;;;;;;;;;;867;55;223;450;206;22;867;483;19;15;7;46.7;7;2351;46.7;533;23;9
No;Matt Doherty;Wolves;1992;32;ie IRL;ie;30;23.4;2109;DF;;25;2;1;3;0;0;2;1.5;1;1;29;79;41;6;0;0.09;0.04;0.13;0.13;0.09;0.04;0.11;0.07;0.11;2.6;0.04;3;0.13;1;0;0;0;3;0;19;3;25;1.07;1;0;102;8;22;3;38;21;15;13;68;;;;;;;;;;;;;;;;;1534;126;614;748;190;26;1534;825;11;21;11;52.4;7;3666;33.3;982;41;5
No;Matt O'Riley;Brighton;2000;23;dk DEN;dk;21;10.4;938;MF;;11;2;2;4;1;1;1;2.4;2.8;2;22;38;52;1;0;0.19;0.19;0.38;0.29;0.1;0.27;0.5;0.23;0.42;4.4;0.2;5;0.48;1;1;2;0;11;0;23;4;40;3.84;1;0;9;9;13;1;16;9;3;4;30,8;;;;;;;;;;;;;;;;;525;20;80;232;215;47;524;275;19;13;8;61.5;4;1139;30.8;307;52;4
No;Matt Targett;Newcastle Utd;1995;28;eng ENG;eng;2;0.2;21;DF;;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;;;;;;;;;;;;;;;;;17;0;3;8;6;0;17;4;0;0;0;;0;12;;12;1;0
No;Matthijs de Ligt;Manchester Utd;1999;24;nl NED;nl;29;23.6;2123;DF;;25;2;0;2;0;0;2;0.3;2.5;2.5;7;55;6;3;0;0.08;0;0.08;0.08;0.08;0.1;0.12;0.01;0.12;2.8;0.1;1;0.04;0;0;0;0;0;0;12;1;14;0.59;0;0;96;9;33;0;30;22;21;8;71,9;;;;;;;;;;;;;;;;;1608;184;828;731;56;29;1608;1078;5;4;2;50;2;4744;50;1158;6;3
No;Matty Cash;Aston Villa;1997;26;pl POL;pl;27;23;2070;DF;;24;1;1;2;0;0;1;1.1;0.5;0.5;48;42;90;7;0;0.04;0.04;0.09;0.09;0.04;0.02;0.07;0.05;0.07;1.6;0.02;4;0.17;0;0;1;1;1;0;22;3;25;1.09;1;0;70;12;23;2;56;32;8;14;72,1;;;;;;;;;;;;;;;;;1186;90;432;463;304;42;1186;595;20;40;19;47.5;16;3700;40;654;90;10
No;Matz Sels;Nott'ham Forest;1992;32;be BEL;be;38;38;3420;GK;;38;0;0;0;0;0;0;0.4;0;0;1;2;0;4;0;0;0;0;0;0;0;0.01;0.01;0.01;0.4;0;0;0;0;0;0;0;3;0;3;0;6;0.16;0;0;26;0;0;1;1;1;0;0;100;710;19;2.7;12;0.32;698;244;8.7;44.7;0;49.1;0.08;0.29;3.1;46;3;1102;833;1082;20;0;0;1102;528;0;0;0;;0;3230;;426;0;0
No;Max Aarons;Bournemouth;2000;24;eng ENG;eng;3;1;86;DF;;1;0;0;0;0;0;0;0;0;0;1;8;3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;0;2;2.09;0;0;0;0;1;0;2;2;1;2;100;;;;;;;;;;;;;;;;;73;2;19;40;15;0;73;41;1;2;0;0;1;152;50;40;3;0
No;Max Kilman;West Ham;1997;27;eng ENG;eng;38;37.2;3348;DF;;38;0;1;1;0;0;0;1.2;1.6;1.6;31;113;6;5;0;0;0.03;0.03;0.03;0;0.04;0.08;0.03;0.08;2.8;0.04;5;0.13;0;0;2;1;0;0;28;3;32;0.86;2;1;212;4;38;6;39;24;40;18;85,2;;;;;;;;;;;;;;;;;2374;464;1317;962;113;32;2374;1270;17;22;16;72.7;2;5672;9.1;1581;6;4
No;Maxence Lacroix;Crystal Palace;2000;24;fr FRA;fr;35;34.6;3116;DF;;35;1;1;2;0;0;1;1;3.4;3.4;8;65;7;5;0;0.03;0.03;0.06;0.06;0.03;0.1;0.13;0.03;0.13;4.4;0.1;4;0.12;0;0;0;0;1;1;23;2;28;0.81;0;0;207;15;54;2;68;41;22;26;68,1;;;;;;;;;;;;;;;;;1934;362;1184;672;85;45;1934;1030;21;14;8;57.1;4;4806;28.6;1136;7;6
No;Maxwel Cornet;Southampton;1996;27;ci CIV;ci;2;0.8;72;FW;;1;0;0;0;0;0;0;0;0.2;0.2;1;0;5;1;0;0;0;0;0;0;0.2;0.2;0;0.2;0.2;0.2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;4;0;0;5;5;0;0;0;;;;;;;;;;;;;;;;;34;1;8;14;13;2;34;16;3;1;0;0;1;73;100;23;5;0
No;Michael Golding;Leicester City;2006;18;eng ENG;eng;1;0;1;MF;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;0;0;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0
No;Michael Kayode;Brentford;2004;20;it ITA;it;12;5.9;528;DF;;6;0;1;1;0;0;0;1.2;0.2;0.2;12;12;24;2;0;0;0.17;0.17;0.17;0;0.04;0.25;0.21;0.25;1.5;0.04;3;0.51;1;0;0;0;7;0;9;3;19;3.24;1;0;19;4;7;0;17;11;0;3;69,2;;;;;;;;;;;;;;;;;313;23;101;121;97;13;313;144;13;18;9;50;8;944;44.4;143;24;3
No;Michael Keane;Everton;1993;31;eng ENG;eng;14;11.7;1049;DF;;11;3;0;3;0;0;3;0.1;0.6;0.6;1;14;3;5;0;0.26;0;0.26;0.26;0.26;0.05;0.06;0.01;0.06;0.7;0.05;0;0;0;0;0;0;0;0;6;0;6;0.51;0;0;65;7;16;2;12;9;10;4;53,3;;;;;;;;;;;;;;;;;513;106;295;198;22;17;513;229;2;1;0;0;1;904;100;286;3;2
No;Michail Antonio;West Ham;1990;34;jm JAM;jm;14;9.3;836;FW;;11;1;1;2;0;0;1;1.6;2.2;2.2;29;18;59;1;0;0.11;0.11;0.22;0.22;0.11;0.24;0.41;0.17;0.41;3.8;0.24;4;0.43;1;0;1;0;0;0;14;0;22;2.37;1;0;2;1;0;0;2;2;0;6;66,7;;;;;;;;;;;;;;;;;296;3;26;124;151;36;296;173;35;27;9;33.3;13;1177;48.1;221;59;19
No;Micky van de Ven;Tottenham;2001;23;nl NED;nl;13;11.3;1015;DF;;12;0;2;2;0;0;0;1.2;0.6;0.6;8;51;1;4;0;0;0.18;0.18;0.18;0;0.05;0.15;0.1;0.15;1.7;0.05;2;0.18;1;0;0;0;0;0;8;2;11;0.98;0;0;39;6;10;1;10;6;8;4;57,1;;;;;;;;;;;;;;;;;895;110;460;408;36;9;895;620;5;8;4;50;4;2883;50;651;1;5
No;Miguel Almirón;Newcastle Utd;1994;30;py PAR;py;9;1.7;157;FW;;1;0;0;0;0;0;0;0.3;0.5;0.5;3;6;18;0;0;0;0;0;0;0;0.3;0.45;0.15;0.45;0.8;0.3;0;0;0;0;0;0;0;0;6;0;8;4.59;1;0;0;1;0;0;3;2;0;2;66,7;;;;;;;;;;;;;;;;;81;1;10;35;36;9;81;54;0;2;1;50;1;284;50;59;18;2
No;Mikel Merino;Arsenal;1996;28;es ESP;es;28;17.6;1586;MF;FW;17;7;2;9;0;0;7;2;5.9;5.9;11;69;94;4;1;0.4;0.11;0.51;0.51;0.4;0.34;0.45;0.11;0.45;7.9;0.34;4;0.23;2;0;0;0;0;0;35;3;43;2.44;0;0;26;16;15;2;46;28;5;13;55,6;;;;;;;;;;;;;;;;;783;37;140;330;323;79;783;388;24;23;9;39.1;10;1518;43.5;504;94;27
No;Mikey Moore;Tottenham;2007;16;eng ENG;eng;10;4.1;366;FW;;3;0;1;1;0;0;0;0.3;0.2;0.2;12;9;40;0;0;0;0.25;0.25;0.25;0;0.05;0.13;0.08;0.13;0.5;0.05;2;0.49;2;0;0;0;2;0;7;1;12;2.95;0;0;4;4;1;0;2;1;0;2;0;;;;;;;;;;;;;;;;;142;4;17;43;83;13;142;106;10;17;2;11.8;13;781;76.5;107;40;7
No;Mikkel Damsgaard;Brentford;2000;24;dk DEN;dk;38;32.3;2911;MF;FW;34;2;10;12;0;0;2;8.4;2.8;2.8;73;234;137;2;0;0.06;0.31;0.37;0.37;0.06;0.09;0.35;0.26;0.35;11.2;0.09;21;0.65;1;1;5;1;14;3;92;15;120;3.71;6;1;31;50;27;2;83;44;3;37;38,3;;;;;;;;;;;;;;;;;1883;36;331;863;713;76;1883;1076;63;97;50;51.5;36;5883;37.1;1239;137;47
Yes;Milos Kerkez;Bournemouth;2003;20;hu HUN;hu;38;37.1;3336;DF;;38;2;5;7;0;0;2;3.9;0.6;0.5;106;159;197;4;0;0.05;0.13;0.19;0.19;0.05;0.02;0.12;0.1;0.12;4.4;0.01;9;0.24;5;0;3;1;4;0;67;7;83;2.24;2;1;106;14;45;4;52;26;11;27;63,2;;;;;;;;;;;;;;;;;2158;112;552;900;731;69;2158;1094;49;48;22;45.8;16;6388;33.3;1196;197;22
Yes;Mohamed Salah;Liverpool;1992;32;eg EGY;eg;38;37.5;3371;FW;;38;29;18;47;9;9;20;14.2;25.2;18.2;154;144;488;1;0;0.77;0.48;1.25;1.01;0.53;0.67;1.05;0.38;0.87;32.4;0.49;27;0.72;5;0;3;0;2;0;123;20;169;4.51;22;5;5;9;9;0;21;11;0;12;47,1;;;;;;;;;;;;;;;;;1695;11;97;500;1119;356;1686;1149;116;137;58;42.3;72;6973;52.6;1407;488;67
No;Mohammed Kudus;West Ham;2000;23;gh GHA;gh;32;28.8;2590;FW;MF;31;5;3;8;0;0;5;3.1;6.9;6.9;98;79;216;2;1;0.17;0.1;0.28;0.28;0.17;0.24;0.35;0.11;0.35;10;0.24;10;0.35;2;0;2;0;1;0;74;6;107;3.72;16;1;8;17;4;2;38;23;1;23;37;;;;;;;;;;;;;;;;;1274;13;171;536;612;127;1274;842;77;208;92;44.2;98;5574;47.1;989;216;93
Yes;Moisés Caicedo;Chelsea;2001;22;ec ECU;ec;38;37.2;3351;MF;DF;38;1;2;3;0;0;1;3;0.8;0.8;43;215;37;11;0;0.03;0.05;0.08;0.08;0.03;0.02;0.1;0.08;0.1;3.8;0.02;9;0.24;3;2;7;1;0;0;86;6;98;2.63;2;0;60;32;49;1;114;73;10;39;62,8;;;;;;;;;;;;;;;;;2579;95;562;1570;476;15;2579;1409;37;64;29;45.3;22;6882;34.4;1780;37;25
No;Morato;Nott'ham Forest;2001;23;br BRA;br;26;10.1;907;DF;;6;0;0;0;0;0;0;0;0.2;0.2;1;19;1;5;0;0;0;0;0;0;0.02;0.02;0;0.02;0.2;0.02;0;0;0;0;0;0;0;0;3;0;3;0.3;0;0;78;8;10;2;22;14;5;9;61,9;;;;;;;;;;;;;;;;;457;90;270;170;19;2;457;164;6;2;2;100;0;789;0;206;1;3
No;Morgan Gibbs-White;Nott'ham Forest;2000;24;eng ENG;eng;34;31.1;2803;MF;;34;7;8;15;0;0;7;5;6.3;6.3;69;164;137;11;1;0.22;0.26;0.48;0.48;0.22;0.2;0.36;0.16;0.36;11.2;0.2;19;0.61;5;1;5;1;0;0;94;13;115;3.69;3;0;29;16;23;1;43;22;5;13;51,5;;;;;;;;;;;;;;;;;1626;35;185;830;636;92;1626;923;70;77;31;40.3;35;5093;45.5;1226;136;44
No;Morgan Rogers;Aston Villa;2002;22;eng ENG;eng;37;34.6;3114;FW;MF;37;8;10;18;0;0;8;7.8;6.6;6.6;114;123;188;10;0;0.23;0.29;0.52;0.52;0.23;0.19;0.42;0.23;0.42;14.4;0.19;16;0.46;5;1;0;0;0;0;80;14;105;3.04;13;1;20;23;6;2;43;22;7;19;51,1;;;;;;;;;;;;;;;;;1362;43;200;592;597;142;1362;794;114;160;66;41.3;74;5594;46.3;956;188;74
No;Murillo;Nott'ham Forest;2002;22;br BRA;br;36;35.4;3188;DF;;36;2;0;2;0;0;2;1.2;1.4;1.4;22;115;5;6;0;0.06;0;0.06;0.06;0.06;0.04;0.07;0.03;0.07;2.6;0.04;2;0.06;1;0;2;0;7;1;30;1;44;1.24;0;0;249;19;36;3;53;36;45;24;58,7;;;;;;;;;;;;;;;;;1918;421;989;840;105;24;1918;821;19;37;27;73;10;4254;27;989;5;10
No;Mykhailo Mudryk;Chelsea;2001;23;ua UKR;ua;7;1.7;151;FW;;1;0;0;0;0;0;0;1;0.3;0.3;7;5;12;0;0;0;0;0;0;0;0.15;0.73;0.58;0.73;1.2;0.15;0;0;1;0;0;0;1;0;4;0;6;3.6;0;0;1;0;0;0;2;2;1;2;;;;;;;;;;;;;;;;;;62;3;12;15;38;6;62;39;3;8;3;37.5;5;468;62.5;42;12;7
No;Myles Lewis-Skelly;Arsenal;2006;17;eng ENG;eng;23;15.2;1369;DF;;15;1;0;1;0;0;1;0.4;0.2;0.2;37;71;37;3;2;0.07;0;0.07;0.07;0.07;0.01;0.04;0.03;0.04;0.6;0.01;0;0;6;0;0;0;0;0;21;0;29;1.91;1;0;27;1;7;0;22;14;1;3;90,9;;;;;;;;;;;;;;;;;905;28;178;476;265;17;905;526;13;28;12;42.9;9;2692;32.1;616;37;9
No;Nasser Djiga;Wolves;2002;21;bf BFA;bf;5;0.7;66;DF;;1;0;0;0;0;0;0;0;0;0;0;3;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4;1;2;1;0;0;0;0;0;;;;;;;;;;;;;;;;;58;2;17;39;2;0;58;32;1;0;0;;0;108;;35;2;2
No;Nathan Aké;Manchester City;1995;29;nl NED;nl;10;7.5;678;DF;;8;0;0;0;0;0;0;0;0.2;0.2;12;50;2;0;0;0;0;0;0;0;0.03;0.03;0;0.03;0.2;0.03;0;0;0;0;0;0;0;0;8;0;8;1.06;0;0;22;2;3;1;9;7;2;5;66,7;;;;;;;;;;;;;;;;;596;51;205;331;61;5;596;403;4;1;1;100;0;2244;0;449;2;3
No;Nathan Broadhead;Ipswich Town;1998;26;wls WAL;wls;18;7.8;702;MF;FW;7;2;0;2;0;0;2;0.7;1.7;1.7;20;14;33;1;0;0.26;0;0.26;0.26;0.26;0.22;0.31;0.09;0.31;2.4;0.22;2;0.26;0;0;0;0;0;0;15;1;22;2.82;6;1;5;9;4;0;9;4;1;7;25;;;;;;;;;;;;;;;;;317;7;41;161;126;21;317;174;19;34;17;50;15;1238;44.1;222;33;15
No;Nathan Butler-Oyedeji;Arsenal;2003;21;eng ENG;eng;1;0.1;7;FW;;0;0;0;0;0;0;0;0;0.1;0.1;0;0;0;0;0;0;0;0;0;0;0.94;0.94;0;0.94;0.1;0.94;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;1;0;0;0;1;1;1;0;0;0;0;;0;0;;0;0;0
No;Nathan Collins;Brentford;2001;23;ie IRL;ie;38;38;3420;DF;;38;2;3;5;0;0;2;1.8;2.5;2.5;32;127;18;5;0;0.05;0.08;0.13;0.13;0.05;0.07;0.11;0.05;0.11;4.3;0.07;8;0.21;2;2;0;0;2;1;22;4;30;0.79;1;0;226;14;34;3;40;24;57;20;61,1;;;;;;;;;;;;;;;;;2435;385;1275;1002;169;69;2435;1289;20;12;6;50;5;6994;41.7;1490;18;8
No;Nathan Patterson;Everton;2001;22;sct SCO;sct;10;3.9;347;DF;;3;0;1;1;0;0;0;0.4;0.1;0.1;6;13;18;1;0;0;0.26;0.26;0.26;0;0.02;0.13;0.11;0.13;0.5;0.02;1;0.26;0;0;0;0;1;0;8;1;11;2.85;2;0;7;7;2;0;11;6;0;2;50;;;;;;;;;;;;;;;;;215;11;52;90;75;5;215;95;4;12;9;75;2;420;16.7;117;18;2
No;Nathan Wood-Gordon;Southampton;2002;22;eng ENG;eng;11;8.6;773;DF;;9;0;0;0;0;0;0;0;0.2;0.2;2;17;0;2;0;0;0;0;0;0;0.03;0.03;0;0.03;0.3;0.03;0;0;0;0;0;0;0;0;3;0;3;0.35;0;0;39;3;5;2;14;8;6;3;72,7;;;;;;;;;;;;;;;;;564;75;282;255;28;3;564;313;5;6;4;66.7;1;1352;16.7;419;0;1
No;Nathaniel Clyne;Crystal Palace;1991;33;eng ENG;eng;13;5.4;483;DF;MF;5;0;0;0;0;0;0;0.3;0;0;6;7;8;1;0;0;0;0;0;0;0;0.06;0.06;0.06;0.3;0;0;0;0;0;0;0;0;0;3;0;3;0.56;0;0;14;5;3;1;12;8;2;2;54,5;;;;;;;;;;;;;;;;;273;18;111;125;37;3;273;158;5;1;0;0;1;651;100;178;8;2
No;Neco Williams;Nott'ham Forest;2001;23;wls WAL;wls;35;28.8;2594;DF;;28;1;3;4;0;0;1;1.6;2.3;2.3;68;89;103;7;0;0.03;0.1;0.14;0.14;0.03;0.08;0.13;0.05;0.13;3.9;0.08;6;0.21;3;0;0;0;6;1;37;4;51;1.77;0;0;137;33;31;3;90;57;10;32;61,6;;;;;;;;;;;;;;;;;1565;155;558;574;453;45;1565;650;36;46;18;39.1;19;3952;41.3;744;103;21
No;Nélson Semedo;Wolves;1993;30;pt POR;pt;34;32.1;2886;DF;;32;0;4;4;0;0;0;2.8;0.9;0.9;67;80;119;8;0;0;0.12;0.12;0.12;0;0.03;0.12;0.09;0.12;3.7;0.03;6;0.19;3;0;3;0;1;0;44;6;60;1.87;8;0;104;23;23;3;62;36;10;22;59,6;;;;;;;;;;;;;;;;;1717;123;483;788;467;27;1717;901;42;71;32;45.1;31;5223;43.7;995;119;21
No;Neto;Bournemouth;1989;35;br BRA;br;2;2;180;GK;;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;;30;2;6.7;3;1.5;27;9;12.6;36.8;0;4.3;1.17;0.35;2.3;2;0;70;60;70;0;0;0;70;35;0;0;0;;0;148;;28;0;0
No;Nick Pope;Newcastle Utd;1992;32;eng ENG;eng;28;28;2520;GK;;28;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;6;0;7;0.25;0;0;32;0;1;5;0;0;0;1;;359;39;10.9;64;2.29;257;72;16;30.7;2;34.8;0.06;0.28;1.8;35;1;872;688;857;15;0;0;872;439;0;0;0;;0;2510;;305;0;1
No;Niclas Füllkrug;West Ham;1993;31;de GER;de;18;8.8;790;FW;;6;3;2;5;0;0;3;1.9;2.2;2.2;7;14;31;2;0;0.34;0.23;0.57;0.57;0.34;0.25;0.46;0.22;0.46;4.1;0.25;2;0.23;0;0;0;0;0;0;20;1;22;2.5;0;0;16;1;1;0;4;3;0;1;75;;;;;;;;;;;;;;;;;277;19;27;142;110;40;277;123;18;8;1;12.5;6;435;75;205;31;7
No;Nico O’Reilly;Manchester City;2005;19;eng ENG;eng;9;5.9;528;DF;;6;2;0;2;0;0;2;0.4;1.3;1.3;16;17;26;0;0;0.34;0;0.34;0.34;0.34;0.22;0.28;0.06;0.28;1.6;0.22;2;0.34;1;0;0;0;1;0;9;2;12;2.05;1;0;12;4;4;0;9;4;1;4;50;;;;;;;;;;;;;;;;;419;14;71;223;130;18;419;249;14;15;9;60;6;1171;40;298;26;15
No;Nicolás Domínguez;Nott'ham Forest;1998;26;ar ARG;ar;34;21.8;1963;MF;FW;23;0;1;1;0;0;0;1.3;1.5;1.5;16;83;33;9;0;0;0.05;0.05;0.05;0;0.07;0.13;0.06;0.13;2.8;0.07;0;0;3;0;2;0;1;0;29;0;38;1.74;0;0;54;40;29;1;86;45;12;26;47,4;;;;;;;;;;;;;;;;;1218;78;303;630;295;33;1218;471;23;9;3;33.3;4;1863;44.4;676;33;12
No;Nicolás González;Manchester City;2002;22;es ESP;es;11;8.4;760;MF;;9;1;0;1;0;0;1;0.1;0.5;0.5;9;50;11;3;0;0.12;0;0.12;0.12;0.12;0.06;0.06;0.01;0.06;0.5;0.06;3;0.35;1;1;0;0;0;0;13;2;15;1.77;0;0;21;5;8;0;16;6;0;9;54,5;;;;;;;;;;;;;;;;;713;18;116;439;161;10;713;425;8;6;1;16.7;3;1824;50;535;11;11
No;Nicolas Jackson;Chelsea;2001;23;sn SEN;sn;30;24.7;2220;FW;;28;10;5;15;0;0;10;4.3;12.3;12.3;47;38;129;7;1;0.41;0.2;0.61;0.61;0.41;0.5;0.67;0.17;0.67;16.6;0.5;10;0.41;9;0;2;0;0;0;42;7;69;2.8;9;2;15;5;3;0;22;13;2;13;50;;;;;;;;;;;;;;;;;687;19;50;285;361;141;687;417;71;61;18;29.5;32;2510;52.5;514;129;41
Yes;Nikola Milenković;Nott'ham Forest;1997;26;rs SRB;rs;37;37;3330;DF;;37;5;2;7;0;0;5;1.1;4;4;3;51;6;4;0;0.14;0.05;0.19;0.19;0.14;0.11;0.14;0.03;0.14;5.1;0.11;3;0.08;0;0;1;0;0;0;16;3;21;0.57;0;0;209;7;27;1;51;29;24;17;79,4;;;;;;;;;;;;;;;;;1412;257;775;552;89;64;1412;547;4;1;1;100;0;2345;0;727;6;2
