TOTS;Player;Squad;Born;Age;Nation;Nation2;MP;90s;Minutes;Pos1;Pos2;Starts;Gls;Ast;GAs;pensattempted;pensscored;nonpengoals;xpectedAssistedGoals;xpectedGoals;nonpenxG;ProgCarries;ProgPasses;ProgRuns;CrdY;CrdR;gls90;ast90;ga90;ganonpen90;nonpengoals90;xpectGoals90;xGaXG90;xAG90;nonpenxpecGoalsxAssistedGoals90;npxGxAG;npxG90;glcreatingaction;GCA90;foulsdrawn;Fouldrawngoal;defensiveactionsthatleadtoshotattempt;defactiongoal;PassDeadShotAttempt;PassDeaGoal;PassLiveShotAttempt;PassLiveGoal;shotcreatingactions;SCA90;succtakeon;TakeOnGoal;Sum of clearances;challengeslost;intercepts;errors;tackles;TklWon;shotsblocked;passsesblocked;percentdribblerstackled;crossesfaced;crossesstopped;crossstopperc;defactionsoutsidepenarea;defactionoutsidepen90;passesattemtedover40yards;passescompetedover40yards;AvgDistofdefensiveactionsfromgoal;AvgLenpassinYards;OG;PSxG;PSxGallowed90;PSxGperShotonTarget;PSxGminusgoalsallowed;GA;PKA;Touches;DefPenTouches;Def3rdTouches;Mid3rdTouches;Att3rdTouches;AttPenaltyareatouches;LiveBallTouches;Carries;Miscontrols;TakeOnAttempted;TakeOnSucc;TakeOnSuccPercen;TkldDurTakeOn;TotDistYards;TkldPercen;PassesReceived;ProgPassesReceived;Dispossessed
No;Aaron Cresswell;West Ham;1989;34;eng ENG;eng;18;9.2;824;DF;;10;0;0;0;0;0;0;1.3;0.2;0.2;6;36;4;3;0;0;0;0;0;0;0.03;0.17;0.15;0.17;1.6;0.03;0;0;0;0;0;0;8;0;7;0;15;1.64;0;0;37;2;8;0;11;7;4;5;81,8;;;;;;;;;;;;;;;;;687;45;270;328;94;2;687;291;4;2;1;50;1;1102;50;437;4;0
No;Aaron Ramsdale;Southampton;1998;26;eng ENG;eng;30;30;2700;GK;;30;0;0;0;0;0;0;0;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;3;0.1;0;0;10;3;2;3;0;0;0;0;0;457;25;5.5;20;0.67;605;196;11.7;36;0;63.5;-0.08;0.32;-2.5;66;5;1314;946;1286;32;0;0;1314;786;3;0;0;;0;4017;;702;0;0
No;Aaron Wan-Bissaka;West Ham;1997;26;eng ENG;eng;36;35;3154;DF;;35;2;5;7;0;0;2;3.5;1.2;1.2;110;149;167;1;0;0.06;0.14;0.2;0.2;0.06;0.03;0.14;0.1;0.14;4.7;0.03;10;0.29;2;0;2;0;4;0;75;9;93;2.65;7;0;125;9;66;0;70;49;11;26;71,9;;;;;;;;;;;;;;;;;2256;147;682;969;637;48;2256;1092;35;122;64;52.5;43;6700;35.2;1322;167;22
No;Abdoulaye Doucouré;Everton;1993;31;ml MLI;ml;33;28.5;2564;MF;;31;3;2;5;0;0;3;2.4;4.1;4.1;42;82;96;5;1;0.11;0.07;0.18;0.18;0.11;0.15;0.23;0.09;0.23;6.6;0.15;3;0.11;0;0;1;1;0;0;52;2;58;2.04;3;0;20;29;10;1;48;28;6;25;32,6;;;;;;;;;;;;;;;;;1161;32;225;538;413;65;1161;604;38;45;24;53.3;21;2952;46.7;750;96;38
No;Abdukodir Khusanov;Manchester City;2004;20;uz UZB;uz;6;5.6;503;DF;;6;0;0;0;0;0;0;0.1;0;0;1;25;2;1;0;0;0;0;0;0;0;0.02;0.02;0.02;0.1;0;0;0;0;0;0;0;0;0;5;0;5;0.89;0;0;29;1;3;1;5;4;4;1;66,7;;;;;;;;;;;;;;;;;445;45;205;211;31;1;445;274;2;2;0;0;2;1155;100;332;2;1
No;Abdul Fatawu Issahaku;Leicester City;2004;20;gh GHA;gh;11;6.4;579;FW;;6;0;2;2;0;0;0;1.6;0.4;0.4;42;17;60;0;0;0;0.31;0.31;0.31;0;0.06;0.31;0.24;0.31;2;0.06;3;0.47;4;0;0;0;0;0;10;2;17;2.64;2;0;12;8;4;0;21;15;0;7;57,9;;;;;;;;;;;;;;;;;326;19;73;114;157;26;326;217;18;69;29;42;28;1869;40.6;216;60;12
No;Adam Armstrong;Southampton;1997;27;eng ENG;eng;20;13.9;1248;FW;MF;15;2;2;4;1;0;2;1.2;3.3;2.3;25;21;79;4;0;0.14;0.14;0.29;0.29;0.14;0.24;0.32;0.09;0.25;3.5;0.17;4;0.29;0;0;0;0;1;0;12;1;19;1.37;2;0;8;11;3;0;12;3;1;5;21,4;;;;;;;;;;;;;;;;;377;11;44;143;192;49;376;235;11;14;6;42.9;8;1324;57.1;286;79;18
No;Adam Lallana;Southampton;1988;36;eng ENG;eng;14;4;361;MF;;5;0;2;2;0;0;0;0.9;0.2;0.2;6;24;10;4;0;0;0.5;0.5;0.5;0;0.04;0.27;0.23;0.27;1.1;0.04;2;0.5;1;0;0;0;0;0;8;2;9;2.24;0;0;5;10;5;0;8;5;1;3;16,7;;;;;;;;;;;;;;;;;318;19;91;155;73;6;318;178;10;12;5;41.7;5;831;41.7;245;10;6
No;Adam Smith;Bournemouth;1991;33;eng ENG;eng;25;17.7;1590;DF;;19;0;0;0;0;0;0;0.4;0.7;0.7;15;49;34;7;0;0;0;0;0;0;0.04;0.06;0.02;0.06;1.1;0.04;2;0.11;3;1;1;0;1;0;17;1;23;1.3;1;0;49;13;15;1;24;12;5;8;51,9;;;;;;;;;;;;;;;;;825;41;240;394;197;8;825;366;13;16;6;37.5;7;1552;43.8;403;34;7
No;Adam Webster;Brighton;1995;29;eng ENG;eng;14;9.9;887;DF;;11;0;0;0;0;0;0;0.5;0.2;0.2;8;63;2;1;0;0;0;0;0;0;0.03;0.08;0.05;0.08;0.7;0.03;4;0.41;0;0;0;0;2;1;10;2;14;1.42;0;0;41;8;20;2;10;6;9;7;42,9;;;;;;;;;;;;;;;;;824;119;389;399;43;15;824;476;5;3;1;33.3;2;2600;66.7;552;2;1
No;Adam Wharton;Crystal Palace;2004;20;eng ENG;eng;20;14.6;1318;MF;;16;0;2;2;0;0;0;3;0.4;0.4;14;107;11;2;0;0;0.14;0.14;0.14;0;0.03;0.23;0.21;0.23;3.4;0.03;6;0.41;0;0;1;0;11;2;45;4;59;4.03;0;0;27;27;20;0;34;14;2;9;38,6;;;;;;;;;;;;;;;;;872;30;204;463;212;11;872;430;17;10;2;20;8;2014;80;533;11;13
No;Adama Traoré;Fulham;1996;28;es ESP;es;36;19.7;1772;FW;MF;18;2;7;9;0;0;2;4.9;4;4;100;68;161;3;0;0.1;0.36;0.46;0.46;0.1;0.2;0.45;0.25;0.45;8.9;0.2;10;0.51;1;0;2;0;0;0;66;9;82;4.16;9;1;6;8;1;4;20;13;0;7;38,5;;;;;;;;;;;;;;;;;801;4;83;285;455;91;801;538;37;97;48;49.5;36;4631;37.1;607;161;25
No;Albert Grønbaek;Southampton;2001;23;dk DEN;dk;4;1.6;143;FW;MF;2;0;0;0;0;0;0;0;0.1;0.1;1;1;3;0;0;0;0;0;0;0;0.07;0.08;0.01;0.08;0.1;0.07;0;0;0;0;0;0;0;0;1;0;2;1.26;0;0;1;7;0;0;4;1;1;0;30;;;;;;;;;;;;;;;;;38;2;9;14;15;2;38;18;5;4;0;0;4;79;100;21;3;4
No;Alejandro Garnacho;Manchester Utd;2004;20;ar ARG;ar;36;24.4;2199;MF;FW;23;6;2;8;0;0;6;4.5;7.3;7.3;141;56;290;3;0;0.25;0.08;0.33;0.33;0.25;0.3;0.48;0.19;0.48;11.8;0.3;6;0.25;6;1;0;0;1;0;64;4;83;3.4;3;0;11;25;13;2;30;18;0;19;32,4;;;;;;;;;;;;;;;;;1159;13;130;364;683;176;1159;840;64;89;26;29.2;55;6365;61.8;888;290;48
No;Alex Iwobi;Fulham;1996;28;ng NGA;ng;38;33.1;2981;FW;MF;35;9;6;15;0;0;9;7;4.7;4.7;144;213;246;1;0;0.27;0.18;0.45;0.45;0.27;0.14;0.36;0.21;0.36;11.8;0.14;16;0.48;2;0;0;0;0;0;106;13;122;3.68;8;2;29;12;14;1;44;25;1;25;64,7;;;;;;;;;;;;;;;;;1861;33;244;748;895;116;1861;1312;62;97;48;49.5;42;8012;43.3;1447;246;40
No;Alex McCarthy;Southampton;1989;34;eng ENG;eng;5;5;450;GK;;5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;4;0;0;0;0;;74;8;10.8;0;0;52;24;6.5;29.5;0;12.6;-0.07;0.29;-0.4;13;2;173;141;173;0;0;0;173;100;0;0;0;;0;452;;88;0;0
No;Álex Moreno;Nott'ham Forest;1993;31;es ESP;es;15;10.6;955;DF;MF;11;0;1;1;0;0;0;1.3;0.2;0.2;26;34;34;2;0;0;0.09;0.09;0.09;0;0.02;0.13;0.12;0.13;1.4;0.02;2;0.19;0;0;0;0;1;0;15;2;16;1.51;0;0;43;24;15;0;25;18;5;6;38,5;;;;;;;;;;;;;;;;;559;60;210;202;158;8;559;229;13;21;8;38.1;8;1470;38.1;258;34;6
No;Alex Palmer;Ipswich Town;1996;27;eng ENG;eng;13;13;1170;GK;;13;0;0;0;0;0;0;0;0;0;0;1;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;0;3;0.23;0;0;12;0;0;0;0;0;0;0;;249;20;8;13;1;186;71;11.5;33.9;2;25.1;-0.22;0.35;-2.9;30;1;470;396;461;10;0;0;470;210;2;0;0;;0;1205;;170;0;0
No;Alex Scott;Bournemouth;2003;20;eng ENG;eng;20;8.4;755;MF;;8;0;0;0;0;0;0;0.9;0.7;0.7;15;52;33;3;0;0;0;0;0;0;0.09;0.19;0.11;0.19;1.6;0.09;2;0.24;3;0;3;0;2;0;19;2;29;3.45;0;0;15;23;10;0;27;14;4;13;45,2;;;;;;;;;;;;;;;;;485;24;90;257;144;18;485;247;23;26;6;23.1;13;1401;50;294;33;8
Yes;Alexander Isak;Newcastle Utd;1999;24;se SWE;se;34;30.6;2756;FW;;34;23;6;29;4;4;19;4.3;20.3;17.2;83;88;217;1;0;0.75;0.2;0.95;0.82;0.62;0.66;0.81;0.14;0.7;21.6;0.56;14;0.46;2;1;2;1;1;0;70;11;92;3.01;8;1;17;10;3;1;12;5;2;16;33,3;;;;;;;;;;;;;;;;;1025;20;57;386;596;189;1021;615;66;91;42;46.2;47;3723;51.6;740;217;55
No;Alexis Mac Allister;Liverpool;1998;25;ar ARG;ar;35;28.9;2599;MF;;30;5;5;10;0;0;5;4.7;2.8;2.8;36;177;80;6;0;0.17;0.17;0.35;0.35;0.17;0.1;0.26;0.16;0.26;7.5;0.1;15;0.52;2;0;3;0;24;3;83;10;120;4.15;2;0;29;49;22;1;95;58;6;55;52,9;;;;;;;;;;;;;;;;;1860;56;284;960;637;60;1860;914;31;42;16;38.1;21;3773;50;1227;80;22
No;Alfie Dorrington;Tottenham;2005;19;eng ENG;eng;1;0.2;14;DF;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;16;0;11;5;0;0;16;12;0;0;0;;0;61;;13;0;0
No;Alfie Pond;Wolves;2004;20;eng ENG;eng;1;0;1;DF;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;1;0;0;1;0;0;1;1;0;0;0;;0;2;;1;0;0
No;Ali Al Hamadi;Ipswich Town;2002;22;iq IRQ;iq;11;1.5;134;FW;;0;0;0;0;0;0;0;0.1;0.4;0.4;4;3;14;3;0;0;0;0;0;0;0.24;0.28;0.05;0.28;0.4;0.24;0;0;1;0;0;0;0;0;4;0;8;5.37;3;0;2;2;0;0;1;0;0;0;0;;;;;;;;;;;;;;;;;53;2;6;20;30;9;53;29;7;7;4;57.1;3;187;42.9;36;14;4
No;Alisson;Liverpool;1992;31;br BRA;br;28;27.9;2508;GK;;28;0;0;0;0;0;0;0.6;0;0;0;1;0;0;0;0;0;0;0;0;0;0.02;0.02;0.02;0.6;0;1;0.04;0;0;0;0;0;0;7;1;7;0.25;0;0;13;1;0;1;1;0;0;0;0;255;11;4.3;49;1.76;203;68;16;26.6;2;30.5;0.13;0.3;3.5;29;1;1011;742;991;20;0;0;1011;657;1;1;1;100;0;2609;0;618;0;0
No;Alphonse Areola;West Ham;1993;31;fr FRA;fr;26;25.1;2260;GK;;25;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;2;0;3;0.12;0;0;15;1;0;3;2;2;0;0;66,7;394;15;3.8;30;1.19;384;135;15;32.1;3;35.4;-0.1;0.31;-2.6;41;0;1049;833;1038;12;0;0;1049;601;0;0;0;;0;2480;;555;0;0
No;Altay Bayındır;Manchester Utd;1998;26;tr TUR;tr;4;4;360;GK;;4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;9;1;0;1;0;0;0;0;0;56;4;7.1;7;1.75;62;13;12;34.1;1;10.1;0.27;0.59;1.1;10;0;168;145;166;2;0;0;168;110;0;0;0;;0;432;;103;0;0
No;Amad Diallo;Manchester Utd;2002;22;ci CIV;ci;26;21.1;1901;MF;FW;20;8;6;14;0;0;8;4.9;4.7;4.7;109;60;200;5;0;0.38;0.28;0.66;0.66;0.38;0.22;0.45;0.23;0.45;9.6;0.22;18;0.85;6;2;4;4;9;0;65;7;97;4.59;10;4;19;13;11;1;38;31;2;13;59,4;;;;;;;;;;;;;;;;;1207;16;175;443;607;131;1207;782;42;88;41;46.6;43;5295;48.9;854;200;35
No;Amadou Onana;Aston Villa;2001;22;be BEL;be;26;18;1617;MF;;20;3;0;3;0;0;3;0.7;2.1;2.1;29;75;16;4;0;0.17;0;0.17;0.17;0.17;0.12;0.16;0.04;0.16;2.8;0.12;4;0.22;0;0;0;0;2;1;25;2;32;1.78;1;0;41;13;26;3;55;30;7;9;55,2;;;;;;;;;;;;;;;;;998;71;269;586;159;23;998;553;11;20;14;70;3;2931;15;671;16;9
No;André;Wolves;2001;23;br BRA;br;33;27.5;2472;MF;;31;0;0;0;0;0;0;0.8;0.4;0.4;10;109;11;7;0;0;0;0;0;0;0.02;0.05;0.03;0.05;1.3;0.02;3;0.11;0;0;4;0;3;1;41;2;49;1.78;1;0;30;26;37;1;91;55;8;34;58,7;;;;;;;;;;;;;;;;;1623;89;439;1046;155;3;1623;912;30;32;16;50;12;3764;37.5;1093;11;21
No;André Onana;Manchester Utd;1996;28;cm CMR;cm;34;34;3060;GK;;34;0;0;0;0;0;0;0.2;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0.2;0;0;0;0;0;0;0;1;0;3;0;4;0.12;0;0;11;2;0;4;2;2;0;0;50;399;22;5.5;23;0.68;440;118;11.8;30.3;1;44;0.03;0.31;1;44;3;1371;1046;1350;22;0;0;1371;961;1;1;1;100;0;4851;0;832;0;0
No;Andreas Pereira;Fulham;1996;28;br BRA;br;33;22.4;2013;MF;;25;2;4;6;1;0;2;4.6;3.8;3;29;104;81;7;0;0.09;0.18;0.27;0.27;0.09;0.17;0.38;0.21;0.34;7.6;0.14;8;0.36;4;2;1;0;41;2;54;4;104;4.65;0;0;17;32;8;3;24;13;2;15;23,8;;;;;;;;;;;;;;;;;1148;22;169;466;531;46;1147;578;29;30;14;46.7;8;2764;26.7;676;81;22
No;Andrés García;Aston Villa;2003;21;es ESP;es;7;3.5;318;DF;MF;5;0;0;0;0;0;0;0.2;0;0;26;15;28;0;0;0;0;0;0;0;0.01;0.06;0.05;0.06;0.2;0.01;0;0;0;0;0;0;0;0;3;0;3;0.85;0;0;10;4;2;2;9;5;0;2;50;;;;;;;;;;;;;;;;;256;8;38;108;112;2;256;159;10;18;5;27.8;12;1262;66.7;168;28;6
No;Andrew Robertson;Liverpool;1994;30;sct SCO;sct;33;27.6;2482;DF;;29;0;1;1;0;0;0;4.6;1.2;1.2;64;176;108;3;1;0;0.04;0.04;0.04;0;0.04;0.21;0.17;0.21;5.8;0.04;4;0.14;0;0;1;0;9;0;68;4;80;2.9;1;0;54;20;21;2;39;22;4;6;60,8;;;;;;;;;;;;;;;;;2084;92;539;940;620;53;2084;1107;25;18;7;38.9;10;4941;55.6;1399;108;13
No;Andy Irving;West Ham;2000;24;sct SCO;sct;10;1.8;166;MF;;1;0;0;0;0;0;0;0.2;0.1;0.1;0;9;4;2;0;0;0;0;0;0;0.06;0.19;0.13;0.19;0.4;0.06;0;0;0;0;0;0;0;0;4;0;5;2.68;1;0;5;4;1;0;7;4;1;4;20;;;;;;;;;;;;;;;;;150;7;37;89;24;0;150;73;1;1;1;100;0;305;0;104;4;3
No;Anthony Elanga;Nott'ham Forest;2002;22;se SWE;se;38;27.8;2501;FW;MF;31;6;11;17;0;0;6;5.7;4.5;4.5;102;63;229;1;0;0.22;0.4;0.61;0.61;0.22;0.16;0.36;0.2;0.36;10.1;0.16;18;0.65;11;3;0;0;23;4;56;10;102;3.67;5;1;25;12;6;0;19;14;1;10;29,4;;;;;;;;;;;;;;;;;1115;29;136;319;679;110;1115;600;79;83;25;30.1;39;4509;47;764;229;43
No;Anthony Gordon;Newcastle Utd;2001;23;eng ENG;eng;34;27;2434;FW;MF;28;6;5;11;2;1;5;5;8;6.5;121;98;214;2;0;0.22;0.18;0.41;0.37;0.18;0.3;0.48;0.18;0.42;11.4;0.24;12;0.44;8;1;0;0;10;1;73;9;101;3.74;7;1;9;25;7;3;32;18;2;23;32,4;;;;;;;;;;;;;;;;;1267;16;125;475;687;128;1265;818;36;103;38;36.9;47;6099;45.6;924;214;38
No;Antoine Semenyo;Bournemouth;2000;24;gh GHA;gh;37;35.6;3203;FW;;36;11;5;16;0;0;11;5.8;10;10;140;109;282;9;0;0.31;0.14;0.45;0.45;0.31;0.28;0.44;0.16;0.44;15.8;0.28;13;0.37;5;2;2;0;4;1;85;7;132;3.71;21;2;39;27;11;2;55;35;9;58;37,2;;;;;;;;;;;;;;;;;1653;46;206;573;909;191;1653;979;84;135;69;51.1;57;7353;42.2;1140;282;77
No;Antonee Robinson;Fulham;1997;26;us USA;us;36;35.2;3167;DF;;35;0;10;10;0;0;0;4.2;0.7;0.7;118;131;274;8;0;0;0.28;0.28;0.28;0;0.02;0.14;0.12;0.14;4.9;0.02;11;0.31;0;0;1;0;1;0;74;11;80;2.27;2;0;133;50;62;2;95;61;9;34;47,4;;;;;;;;;;;;;;;;;2523;139;828;942;788;70;2523;1343;44;83;38;45.8;34;7361;41;1509;274;20
No;Antonín Kinský;Tottenham;2003;21;cz CZE;cz;6;6;540;GK;;6;0;0;0;0;0;0;0.1;0;0;1;1;0;0;0;0;0;0;0;0;0;0.01;0.01;0.01;0.1;0;0;0;0;0;0;0;0;0;1;0;1;0.17;0;0;9;0;0;1;3;1;0;0;100;112;10;8.9;9;1.5;58;17;12.1;30.7;2;10.5;0.25;0.33;1.5;11;0;237;205;234;3;0;0;237;144;0;0;0;;0;760;;126;0;0
No;Antony;Manchester Utd;2000;24;br BRA;br;8;1.6;141;DF;MF;0;0;0;0;0;0;0;0.1;1;1;5;6;7;0;0;0;0;0;0;0;0.65;0.73;0.08;0.73;1.1;0.65;0;0;1;0;0;0;0;0;6;0;8;5.11;1;0;0;3;2;0;6;3;0;2;40;;;;;;;;;;;;;;;;;101;2;22;26;54;8;101;60;5;11;4;36.4;6;317;54.5;69;7;1
No;Archie Gray;Tottenham;2006;18;eng ENG;eng;28;19.5;1751;DF;MF;19;0;0;0;0;0;0;0.1;0;0;7;40;17;1;0;0;0;0;0;0;0;0.01;0.01;0.01;0.2;0;0;0;0;0;0;0;1;0;5;0;6;0.31;0;0;50;10;19;2;16;8;11;11;41,2;;;;;;;;;;;;;;;;;1286;150;609;582;106;3;1286;878;12;13;7;53.8;5;4023;38.5;941;17;11
No;Arijanet Muric;Ipswich Town;1998;25;xk KVX;xk;18;18;1620;GK;;18;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0.06;0;0;10;2;0;5;0;0;0;0;0;249;39;15.7;20;1.11;229;76;12.2;30.3;0;31.4;-0.09;0.29;-1.6;33;3;689;559;672;18;0;0;689;405;3;0;0;;0;2088;;321;0;1
No;Armando Broja;Everton;2001;22;al ALB;al;10;3.7;334;FW;;4;0;0;0;0;0;0;0.2;0.1;0.1;12;2;26;1;0;0;0;0;0;0;0.03;0.08;0.05;0.08;0.3;0.03;0;0;0;0;0;0;0;0;7;0;7;1.89;0;0;4;0;1;0;3;1;0;3;;;;;;;;;;;;;;;;;;127;4;14;47;72;18;127;64;16;16;8;50;7;577;43.8;94;26;13
No;Armel Bella Kotchap;Southampton;2001;22;de GER;de;4;3.7;331;DF;;2;0;0;0;0;0;0;0;0.3;0.3;0;5;0;0;0;0;0;0;0;0;0.09;0.09;0;0.09;0.3;0.09;0;0;0;0;1;0;0;0;1;0;2;0.54;0;0;21;3;5;1;7;5;2;0;50;;;;;;;;;;;;;;;;;263;33;147;115;3;1;263;186;1;1;0;0;1;936;100;192;0;0
No;Asher Agbinone;Crystal Palace;2005;18;eng ENG;eng;2;0.1;6;MF;;0;0;0;0;0;0;0;0;0;0;2;0;1;0;0;0;0;0;0;0;0.29;0.79;0.5;0.79;0.1;0.29;0;0;0;0;0;0;0;0;1;0;1;15;0;0;0;0;0;0;2;1;0;0;;;;;;;;;;;;;;;;;;8;0;0;2;6;0;8;5;0;2;0;0;1;53;50;5;1;1
No;Ashley Young;Everton;1985;39;eng ENG;eng;32;20.8;1875;DF;;19;1;3;4;0;0;1;2.3;0.3;0.3;24;90;32;7;1;0.05;0.14;0.19;0.19;0.05;0.01;0.12;0.11;0.12;2.6;0.01;6;0.29;2;0;2;1;8;0;34;4;47;2.25;0;0;64;22;25;2;58;33;4;10;61,4;;;;;;;;;;;;;;;;;1194;61;369;528;305;9;1194;487;11;20;7;35;9;2447;45;618;32;1
No;Axel Disasi;Aston Villa;1998;26;fr FRA;fr;7;5.4;490;DF;;5;0;0;0;0;0;0;0.4;0.1;0.1;10;16;5;2;0;0;0;0;0;0;0.02;0.09;0.07;0.09;0.5;0.02;0;0;0;0;1;0;0;0;7;0;9;1.65;1;0;18;4;5;0;8;5;1;3;42,9;;;;;;;;;;;;;;;;;334;32;130;178;29;6;334;207;3;15;9;60;6;1268;40;223;5;2
No;Axel Disasi;Chelsea;1998;26;fr FRA;fr;6;4;364;DF;;4;1;0;1;0;0;1;0.1;0.3;0.3;6;16;2;1;0;0.25;0;0.25;0.25;0.25;0.07;0.09;0.02;0.09;0.4;0.07;0;0;0;0;0;0;0;0;2;0;2;0.49;0;0;11;5;2;1;7;4;1;3;54,5;;;;;;;;;;;;;;;;;323;17;110;175;40;2;323;196;1;1;1;100;0;953;0;242;2;3
No;Axel Tuanzebe;Ipswich Town;1997;26;cd COD;cd;22;19;1710;DF;;20;0;1;1;0;0;0;0.3;0.2;0.2;10;61;15;5;1;0;0.05;0.05;0.05;0;0.01;0.03;0.02;0.03;0.5;0.01;2;0.11;1;0;0;0;1;0;17;2;19;1;0;0;56;9;23;1;31;19;10;11;65,4;;;;;;;;;;;;;;;;;971;97;407;426;145;8;971;402;11;10;4;40;6;1698;60;516;15;1
No;Ayden Heaven;Manchester Utd;2006;17;eng ENG;eng;4;1.9;170;DF;;2;0;0;0;0;0;0;0;0.1;0.1;1;7;1;1;0;0;0;0;0;0;0.07;0.08;0.01;0.08;0.2;0.07;0;0;1;0;0;0;0;0;0;0;4;2.12;1;0;9;0;4;0;4;3;2;0;100;;;;;;;;;;;;;;;;;136;30;68;60;10;2;136;95;3;4;2;50;2;491;50;93;1;1
No;Bart Verbruggen;Brighton;2002;21;nl NED;nl;36;36;3240;GK;;36;0;1;1;0;0;0;0;0;0;0;2;0;5;0;0;0.03;0.03;0.03;0;0;0;0;0;0;0;1;0.03;0;0;0;0;0;0;5;1;5;0.14;0;0;29;3;0;5;0;0;0;1;0;414;27;6.5;47;1.31;386;122;13.9;29.7;2;51;-0.14;0.31;-5;58;9;1406;1109;1392;14;0;0;1406;955;2;2;2;100;0;3507;0;909;0;0
No;Ben Brereton;Southampton;1999;25;cl CHI;cl;10;5;449;FW;;4;0;0;0;0;0;0;0.1;0.9;0.9;12;9;42;1;0;0;0;0;0;0;0.18;0.2;0.02;0.2;1;0.18;0;0;2;0;0;0;0;0;7;0;9;1.8;0;0;4;8;0;0;3;2;1;1;11,1;;;;;;;;;;;;;;;;;206;4;19;76;112;20;206;136;9;4;1;25;2;791;50;171;42;4
No;Ben Chilwell;Crystal Palace;1996;27;eng ENG;eng;8;2.9;259;DF;;1;1;0;1;0;0;1;0.8;0.2;0.2;5;8;15;1;0;0.35;0;0.35;0.35;0.35;0.08;0.34;0.26;0.34;1;0.08;0;0;0;0;0;0;1;0;6;0;8;2.77;0;0;16;4;6;0;7;6;2;4;20;;;;;;;;;;;;;;;;;175;10;63;76;42;3;175;68;4;6;2;33.3;3;354;50;68;15;2
No;Ben Davies;Tottenham;1993;31;wls WAL;wls;17;14.8;1331;DF;;14;0;0;0;0;0;0;0.2;0.3;0.3;14;52;6;5;0;0;0;0;0;0;0.02;0.03;0.01;0.03;0.5;0.02;0;0;0;0;1;0;0;0;7;0;8;0.54;0;0;81;8;12;1;17;11;19;9;52,9;;;;;;;;;;;;;;;;;1186;215;643;495;48;13;1186;664;5;1;1;100;0;3255;0;781;6;0
No;Ben Godfrey;Ipswich Town;1998;26;eng ENG;eng;3;1.8;159;DF;;2;0;0;0;0;0;0;0;0;0;2;4;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0.57;0;0;3;0;2;0;1;0;1;0;100;;;;;;;;;;;;;;;;;68;6;26;33;9;1;68;33;2;0;0;;0;202;;42;1;1
No;Ben Johnson;Ipswich Town;2000;24;eng ENG;eng;23;15;1354;DF;FW;14;1;2;3;0;0;1;1.3;1.1;1.1;16;27;33;5;1;0.07;0.13;0.2;0.2;0.07;0.07;0.16;0.09;0.16;2.3;0.07;5;0.33;2;0;0;0;9;0;12;4;24;1.6;0;0;54;21;13;1;38;22;5;17;48,8;;;;;;;;;;;;;;;;;626;60;246;220;163;12;626;259;23;24;8;33.3;14;1503;58.3;292;33;17
No;Ben Mee;Brentford;1989;34;eng ENG;eng;7;2;183;DF;;2;0;0;0;0;0;0;0;0;0;3;11;2;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;7;0;4;0;2;2;3;0;100;;;;;;;;;;;;;;;;;138;18;66;62;11;3;138;78;0;0;0;;0;404;;86;2;0
No;Ben White;Arsenal;1997;26;eng ENG;eng;17;13.3;1198;DF;;13;0;2;2;0;0;0;1.4;0.5;0.5;23;59;42;2;0;0;0.15;0.15;0.15;0;0.03;0.14;0.1;0.14;1.8;0.03;2;0.15;0;0;0;0;1;0;22;2;23;1.73;0;0;44;22;16;0;20;14;8;2;42,1;;;;;;;;;;;;;;;;;813;55;214;367;238;28;813;394;10;6;0;0;5;1617;83.3;494;42;6
